나이,성별,결혼,종교,학위,부서,이직계획유무,건강상태,근무지역,공감_tot,공감_com,공감_sen,공감_ins,이직여부,이직퇴직여부,임상경력일,병동경력일,최종임상경력일,최종병동경력일_참고만,최종임상경력월,최종임상경력월_소수점반올림,최종임상경력년,년차_2
27,2,2,5,2,2,1,2,1,3.470588235,3.5,3.8,3,0,0,1155,970,1155,970,38.5,39,4,3
28,2,2,5,2,2,1,2,1,3.352941176,3.375,3.8,2.75,1,1,2675,485,2537,347,84.56666667,85,8,4
31,2,1,5,2,1,1,4,1,4.588235294,4.5,5,4.25,0,0,3100,3100,3100,3100,103.3333333,103,9,4
26,2,2,5,1,1,1,2,1,3.941176471,4,4,3.75,1,1,2220,455,2009,244,66.96666667,67,7,3
33,2,1,5,1,1,1,3,5,3.352941176,3,3.8,3.5,0,0,2795,760,2795,760,93.16666667,93,8,4
30,2,2,5,2,2,2,2,1,4.176470588,4.125,4.6,3.75,0,0,1825,940,1825,940,60.83333333,61,7,3
43,2,1,5,1,1,2,2,5,3.470588235,3.125,4,3.5,0,0,4345,1490,4345,1490,144.8333333,145,13,4
34,2,2,2,2,1,1,3,3,4.411764706,4.375,4.4,4.5,0,0,1550,240,1550,240,51.66666667,52,6,3
28,2,2,3,2,1,2,2,4,3.411764706,3.125,3.8,3.5,0,0,1125,2220,1125,2220,37.5,38,4,3
25,2,2,2,2,2,2,3,1,3.882352941,4.25,3.6,3.5,1,1,760,455,196,-109,6.533333333,7,1,1
27,2,2,2,2,1,1,3,5,3.058823529,3.125,3,3,0,0,730,30,730,30,24.33333333,24,2,2
30,2,1,2,2,1,1,2,5,4,4.375,3.8,3.5,0,0,2220,2220,2220,2220,74,74,7,4
27,2,2,5,1,2,2,3,1,3.529411765,3.75,3,3.75,0,0,2585,1125,2585,1125,86.16666667,86,8,4
26,2,2,5,1,1,1,2,1,3.705882353,3.375,4.4,3.5,0,0,2095,790,2095,790,69.83333333,70,7,3
36,2,2,2,2,1,1,3,1,3.764705882,3.5,4,4,0,0,3465,545,3465,545,115.5,116,10,4
31,2,2,5,2,2,1,2,1,3.529411765,3.625,3.8,3,0,0,1095,1095,1095,1095,36.5,37,4,3
28,2,1,5,2,1,2,2,1,3.882352941,3.875,4.4,3.25,0,0,2250,1185,2250,1185,75,75,7,4
25,2,2,2,2,1,1,3,1,3.529411765,3.875,3.4,3,0,0,1855,1855,1855,1855,61.83333333,62,7,3
30,2,2,1,2,2,2,3,1,3.588235294,3.625,4,3,1,1,3010,1640,2238,868,74.6,75,7,4
28,2,2,5,2,2,2,2,3,3.117647059,2.875,3.6,3,0,0,1000,330,1000,330,33.33333333,33,3,2
30,2,1,1,2,1,2,2,1,2.882352941,3,2.6,3,0,0,3375,2675,3375,2675,112.5,113,10,4
30,2,2,5,1,1,2,2,3,3.058823529,3.125,3.2,2.75,0,0,1885,1825,1885,1825,62.83333333,63,7,3
29,2,2,5,2,2,1,2,1,3.705882353,3.75,4.2,3,0,0,3770,485,3770,485,125.6666667,126,11,4
26,2,2,2,1,1,1,3,1,3,2.75,2.8,3.75,0,0,2155,1580,2155,1580,71.83333333,72,7,3
32,2,2,5,2,1,2,2,1,4.058823529,4.125,4.2,3.75,0,0,3315,3070,3315,3070,110.5,111,10,4
29,2,2,3,2,1,2,2,5,3.411764706,3.375,4,2.75,0,0,2585,1885,2585,1885,86.16666667,86,8,4
27,2,2,5,2,2,2,1,5,3.588235294,3.375,4,3.5,0,0,1275,210,1275,210,42.5,43,4,3
29,2,1,1,2,2,2,2,1,4.235294118,4.25,4.4,4,0,0,2555,1825,2555,1825,85.16666667,85,8,4
24,2,2,5,2,1,1,3,1,3.823529412,4.375,3.4,3.25,1,1,1365,1365,976,976,32.53333333,33,3,2
25,2,2,5,1,1,1,3,1,3.176470588,3.125,3.4,3,0,0,1760,1760,1760,1760,58.66666667,59,6,3
27,2,2,5,1,2,1,4,1,3.117647059,3.375,3,2.75,0,0,1335,395,1335,395,44.5,45,4,3
32,2,2,1,2,2,2,2,1,3.411764706,3.875,2.8,3.25,0,0,4105,2400,4105,2400,136.8333333,137,12,4
31,2,2,1,1,1,2,2,4,3.470588235,3.5,3.4,3.5,0,0,1460,0,1460,0,48.66666667,49,6,3
30,2,2,1,2,2,1,3,1,4.058823529,4.375,3.8,3.75,0,0,1730,635,1730,635,57.66666667,58,6,3
25,1,2,1,1,1,2,1,5,4.647058824,4.5,5,4.5,0,0,240,240,240,240,8,8,1,1
29,2,2,5,2,1,2,2,2,3.647058824,3.625,4,3.25,0,0,2280,820,2280,820,76,76,7,4
30,2,2,2,2,1,1,2,1,3.941176471,4.125,4,3.5,0,0,1490,60,1490,60,49.66666667,50,6,3
38,2,1,2,2,2,2,2,1,3.764705882,3.75,4,3.5,0,0,1825,1825,1825,1825,60.83333333,61,7,3
27,2,2,5,2,2,2,3,1,3.941176471,4,4.2,3.5,0,0,1125,1125,1125,1125,37.5,38,4,3
42,2,1,1,2,1,1,3,1,3.705882353,3.25,4,4.25,0,0,1095,365,1095,365,36.5,37,4,3
38,2,2,5,1,2,1,2,1,2.823529412,2.625,3.2,2.75,1,1,4285,575,4025,315,134.1666667,134,12,4
26,2,2,5,1,2,1,3,1,4.117647059,4.25,4.2,3.75,1,1,1700,425,1549,274,51.63333333,52,6,3
30,2,2,5,2,2,2,2,1,3.705882353,3.625,4,3.5,0,0,1825,485,1825,485,60.83333333,61,7,3
24,2,2,5,2,2,1,2,1,3.823529412,3.875,3.8,3.75,0,0,695,455,695,455,23.16666667,23,2,2
28,2,2,5,1,2,1,3,5,3.411764706,3.5,3.6,3,0,0,3220,3220,3220,3220,107.3333333,107,9,4
31,2,1,3,2,1,2,3,1,3.117647059,2.25,4.4,3.25,0,0,4045,4045,4045,4045,134.8333333,135,12,4
26,2,2,5,2,1,1,3,1,3.941176471,3.625,4.4,4,1,1,2005,545,1738,278,57.93333333,58,6,3
41,2,1,5,2,2,2,2,1,3.764705882,4.25,3.4,3.25,0,0,2705,180,2705,180,90.16666667,90,8,4
25,2,2,1,1,1,2,2,1,3.764705882,4,4,3,0,0,1790,240,1790,240,59.66666667,60,6,3
28,2,2,2,2,2,2,2,1,4,4.125,4,3.75,1,1,3345,395,3188,238,106.2666667,106,9,4
34,2,1,5,2,1,1,3,2,3.705882353,3.625,4,3.5,0,0,3650,2920,3650,2920,121.6666667,122,11,4
35,2,2,5,1,1,1,2,1,2.882352941,3.75,2.8,1.25,0,0,3650,1395,3650,1395,121.6666667,122,11,4
29,2,2,1,2,1,1,2,4,4.058823529,4.125,4.2,3.75,0,0,1760,1760,1760,1760,58.66666667,59,6,3
25,2,2,5,1,2,1,2,1,3.823529412,3.875,3.8,3.75,0,0,910,760,910,760,30.33333333,30,3,2
31,2,1,5,1,1,1,2,1,3.705882353,3.75,3.6,3.75,0,0,2615,665,2615,665,87.16666667,87,8,4
27,2,2,5,2,2,1,2,2,3.470588235,3.5,3.8,3,0,0,2190,1825,2190,1825,73,73,7,4
29,2,2,1,2,1,2,1,3,3.470588235,3.5,3.6,3.25,0,0,1095,1095,1095,1095,36.5,37,4,3
30,2,2,5,2,2,2,3,1,3.588235294,3.25,4,3.75,0,0,3890,1395,3890,1395,129.6666667,130,11,4
31,2,2,1,1,1,1,2,1,4.352941176,4.5,4.4,4,0,0,3130,2400,3130,2400,104.3333333,104,9,4
31,2,2,5,1,1,1,2,1,3.823529412,3.875,3.8,3.75,0,0,3890,3010,3890,3010,129.6666667,130,11,4
32,2,1,1,1,1,2,2,1,3.764705882,4.125,3.6,3.25,0,0,2190,760,2190,760,73,73,7,4
27,2,2,5,1,2,1,3,1,3.176470588,2.75,4,3,0,0,1825,60,1825,60,60.83333333,61,7,3
30,2,1,5,2,2,2,2,1,4.176470588,4,4.4,4.25,0,0,1760,1760,1760,1760,58.66666667,59,6,3
24,2,2,5,2,1,1,3,4,3.411764706,3.75,3,3.25,0,0,395,90,395,90,13.16666667,13,2,2
27,2,2,5,2,1,2,3,5,4,4,4.2,3.75,0,0,2645,1885,2645,1885,88.16666667,88,8,4
24,2,2,5,2,1,2,2,1,4.058823529,4,4.2,4,0,0,60,60,60,60,2,2,1,1
32,2,1,3,2,2,1,2,1,3.647058824,3.5,4,3.5,0,0,3890,3890,3890,3890,129.6666667,130,11,4
32,2,1,3,1,2,2,2,1,3.411764706,3.5,3.4,3.25,0,0,3315,2950,3315,2950,110.5,111,10,4
30,2,1,5,2,2,2,2,2,3.941176471,4,4,3.75,0,0,3615,1790,3615,1790,120.5,121,11,4
33,2,1,1,2,1,1,3,1,3,3,3,3,0,0,3495,1520,3495,1520,116.5,117,10,4
35,2,1,1,3,1,2,3,1,4,4.125,3.8,4,0,0,4345,4345,4345,4345,144.8333333,145,13,4
24,2,2,1,2,1,2,2,1,4.294117647,4.375,4,4.5,0,0,1305,760,1305,760,43.5,44,4,3
36,2,1,2,2,2,1,2,1,3.882352941,3.75,4,4,0,0,4380,0,4380,0,146,146,13,4
31,2,2,1,1,2,1,3,1,3.588235294,3.375,4,3.5,0,0,1460,365,1460,365,48.66666667,49,6,3
27,2,2,5,1,1,1,3,4,3.294117647,2.875,4,3.25,1,1,1550,1550,1277,1277,42.56666667,43,4,3
31,2,2,5,2,2,1,2,1,3.647058824,3.5,4,3.5,0,0,3650,1580,3650,1580,121.6666667,122,11,4
29,2,2,3,1,2,1,2,1,3.705882353,3.75,4,3.25,0,0,1975,365,1975,365,65.83333333,66,7,3
29,2,2,5,1,2,2,2,3,3.941176471,4,3.8,4,0,0,1155,1155,1155,1155,38.5,39,4,3
27,2,2,5,1,2,2,2,1,3.764705882,4.125,3.6,3.25,0,0,3315,3315,3315,3315,110.5,111,10,4
25,2,2,1,2,1,1,2,1,4.470588235,4.25,4.8,4.5,0,0,425,395,425,395,14.16666667,14,2,2
26,2,2,5,2,1,1,3,1,3.647058824,3.875,3.4,3.5,0,0,60,60,60,60,2,2,1,1
31,2,2,5,2,1,2,2,1,4.058823529,4.25,4,3.75,0,0,2735,1125,2735,1125,91.16666667,91,8,4
26,2,2,1,2,1,2,2,5,3.588235294,3.375,3.8,3.75,1,1,2950,515,2539,104,84.63333333,85,8,4
46,2,1,2,2,1,1,2,1,3.764705882,3.875,4,3.25,0,0,9855,365,9855,365,328.5,329,28,4
24,1,2,5,2,1,1,3,1,3.764705882,3.75,4,3.5,0,0,1095,605,1095,605,36.5,37,4,3
33,2,2,5,2,1,1,2,1,4.117647059,4.125,4,4.25,0,0,3710,790,3710,790,123.6666667,124,11,4
26,2,2,1,2,2,1,2,1,3.294117647,3.375,3.2,3.25,0,0,1030,1030,1030,1030,34.33333333,34,3,2
28,2,2,1,2,2,2,2,1,3.823529412,3.875,4,3.5,0,0,1855,1855,1855,1855,61.83333333,62,7,3
32,2,2,1,2,2,1,2,1,3.176470588,3.25,3.2,3,0,0,2095,1000,2095,1000,69.83333333,70,7,3
29,2,2,5,2,1,1,2,1,3.705882353,4,4,2.75,0,0,2920,2920,2920,2920,97.33333333,97,9,4
34,2,2,2,1,1,2,2,1,3.588235294,3.375,3.6,4,0,0,2920,2190,2920,2190,97.33333333,97,9,4
26,2,2,5,2,1,2,3,1,3.823529412,3.625,4,4,0,0,2155,910,2155,910,71.83333333,72,7,3
28,1,2,5,2,1,1,2,1,3.764705882,3.75,4.2,3.25,0,0,695,120,695,120,23.16666667,23,2,2
31,2,2,1,1,2,2,3,1,3.117647059,3,3.4,3,0,0,2705,365,2705,365,90.16666667,90,8,4
25,2,2,5,2,1,1,3,1,3.882352941,3.375,4.4,4.25,0,0,365,365,365,365,12.16666667,12,1,1
26,2,2,5,2,2,1,3,1,3.764705882,3.75,4,3.5,0,0,1550,1125,1550,1125,51.66666667,52,6,3
30,2,2,3,1,2,2,3,1,3.529411765,3.875,3.2,3.25,0,0,2490,1610,2490,1610,83,83,7,4
35,2,1,5,3,2,1,2,4,4.058823529,4.375,4,3.5,0,0,3830,790,3830,790,127.6666667,128,11,4
26,2,2,5,2,2,2,3,1,3.823529412,3.75,3.8,4,0,0,1185,1185,1185,1185,39.5,40,4,3
30,2,1,1,2,2,1,2,1,3.588235294,3.875,3.6,3,0,0,2555,1245,2555,1245,85.16666667,85,8,4
26,2,2,5,2,2,1,3,5,3.647058824,3.5,3.8,3.75,0,0,1000,1000,1000,1000,33.33333333,33,3,2
30,2,1,2,2,1,1,2,1,3,3,3,3,1,1,1855,760,1545,450,51.5,52,6,3
26,2,2,1,2,1,1,2,1,3.705882353,4,3.4,3.5,0,0,1790,730,1790,730,59.66666667,60,6,3
31,2,2,5,2,1,1,2,2,3.705882353,3.625,4,3.5,0,0,1095,1095,1095,1095,36.5,37,4,3
25,2,2,2,2,1,2,2,1,3.823529412,3.75,4.2,3.5,0,0,1335,970,1335,970,44.5,45,4,3
37,2,1,1,1,1,2,2,1,4.058823529,4.125,4,4,0,0,4045,2490,4045,2490,134.8333333,135,12,4
33,2,2,5,1,2,2,1,1,4.294117647,4.5,3.8,4.5,1,1,4045,395,3866,216,128.8666667,129,11,4
27,2,2,1,1,1,1,3,1,3.529411765,3.75,3.4,3.25,0,0,2460,1520,2460,1520,82,82,7,4
32,1,2,1,2,2,1,2,1,3.882352941,3.75,4.2,3.75,0,0,1885,1885,1885,1885,62.83333333,63,7,3
29,2,2,5,1,1,1,3,1,3.352941176,3.5,3.2,3.25,0,0,2190,120,2190,120,73,73,7,4
30,2,1,1,2,1,1,2,3,3.294117647,2.75,4,3.5,0,0,2885,2885,2885,2885,96.16666667,96,8,4
39,2,1,5,2,1,1,1,1,4.941176471,4.875,5,5,0,0,1095,150,1095,150,36.5,37,4,3
25,2,2,5,2,1,2,2,4,3.058823529,3.125,3,3,0,0,90,365,90,365,3,3,1,1
31,2,1,2,1,2,2,2,1,4.705882353,4.375,5,5,0,0,2340,1000,2340,1000,78,78,7,4
26,2,2,1,2,1,2,1,1,3.764705882,3.625,4.2,3.5,0,0,910,910,910,910,30.33333333,30,3,2
35,2,1,2,2,1,2,2,1,4.058823529,4.25,3.8,4,0,0,1825,1825,1825,1825,60.83333333,61,7,3
30,2,2,5,1,2,2,3,1,4.058823529,4.125,4,4,0,0,1275,180,1275,180,42.5,43,4,3
29,2,2,1,2,1,2,1,1,4.588235294,4.5,4.6,4.75,0,0,2250,1520,2250,1520,75,75,7,4
33,2,1,5,1,1,2,3,1,3.764705882,3.75,4,3.5,0,0,4045,1275,4045,1275,134.8333333,135,12,4
40,2,1,1,3,1,1,3,4,3.529411765,3.625,3.4,3.5,0,0,3070,910,3070,910,102.3333333,102,9,4
24,2,2,1,2,2,2,2,1,4.235294118,4.125,4.2,4.5,0,0,365,120,365,120,12.16666667,12,1,1
26,2,2,1,2,1,1,3,1,3.882352941,3.875,4,3.75,0,0,1245,1185,1245,1185,41.5,42,4,3
34,2,1,1,1,1,2,2,5,3.764705882,3.75,3.8,3.75,0,0,3345,820,3345,820,111.5,112,10,4
25,2,2,5,2,1,1,2,1,4,4,4.4,3.5,1,1,1730,635,1279,184,42.63333333,43,4,3
28,2,2,5,2,2,2,2,5,3.294117647,3.875,3,2.5,0,0,1365,425,1365,425,45.5,46,4,3
26,2,2,5,1,2,1,2,1,4,4,4.2,3.75,0,0,2460,1855,2460,1855,82,82,7,4
26,2,2,5,2,2,1,2,1,3.764705882,3.625,4.4,3.25,0,0,820,820,820,820,27.33333333,27,3,2
28,2,2,1,1,1,1,2,1,4.176470588,4,4.2,4.5,0,0,2340,820,2340,820,78,78,7,4
22,2,2,5,2,2,1,3,1,3.647058824,3.5,3.8,3.75,0,0,1125,1125,1125,1125,37.5,38,4,3
33,2,1,1,1,2,1,2,5,3.647058824,3.625,3.8,3.5,0,0,2490,1245,2490,1245,83,83,7,4
30,2,2,1,2,2,2,3,3,3.294117647,3.25,3.8,2.75,0,0,3285,270,3285,270,109.5,110,10,4
25,2,2,5,2,2,2,3,1,3.647058824,3.625,4,3.25,0,0,485,60,485,60,16.16666667,16,2,2
30,2,1,3,1,1,2,2,5,3.823529412,4.125,3.6,3.5,0,0,2340,240,2340,240,78,78,7,4
29,2,2,5,1,1,2,2,5,3.764705882,3.5,4,4,0,0,2950,2220,2950,2220,98.33333333,98,9,4
26,2,2,1,1,1,2,2,1,3.294117647,3.25,3.4,3.25,0,0,1000,515,1000,515,33.33333333,33,3,2
27,2,2,1,1,2,2,2,1,3.470588235,3.5,3.8,3,1,1,2585,455,2386,256,79.53333333,80,7,4
26,2,2,5,2,2,1,3,1,3.647058824,3.625,3.8,3.5,0,0,1460,730,1460,730,48.66666667,49,6,3
25,2,2,5,1,1,1,3,1,3.647058824,3.5,3.8,3.75,0,0,1855,1855,1855,1855,61.83333333,62,7,3
25,2,2,5,1,2,2,3,1,4.470588235,3.875,5,5,0,0,790,120,790,120,26.33333333,26,3,2
25,2,2,5,1,2,1,2,1,3.941176471,3.75,4.2,4,0,0,1155,120,1155,120,38.5,39,4,3
25,2,2,1,1,1,1,3,1,4.058823529,3.875,4.2,4.25,0,0,1335,1095,1335,1095,44.5,45,4,3
33,2,1,5,2,1,2,2,1,3.058823529,2.75,3.6,3,0,0,3650,1825,3650,1825,121.6666667,122,11,4
29,2,2,5,1,1,2,2,1,3.705882353,3.75,4,3.25,0,0,1825,120,1825,120,60.83333333,61,7,3
32,2,1,5,2,1,1,2,3,3.941176471,4.125,3.8,3.75,0,0,790,300,790,300,26.33333333,26,3,2
26,2,2,5,2,1,1,2,3,3.941176471,4,4,3.75,0,0,1460,485,1460,485,48.66666667,49,6,3
25,2,2,5,2,1,1,3,3,4.235294118,4.25,4.2,4.25,0,0,395,395,395,395,13.16666667,13,2,2
30,2,2,3,1,2,2,2,1,4.176470588,4.25,4.2,4,0,0,4045,1335,4045,1335,134.8333333,135,12,4
28,2,2,1,2,1,2,1,1,3.764705882,3.75,4.2,3.25,0,0,2980,1125,2980,1125,99.33333333,99,9,4
38,2,2,5,2,2,2,2,1,4.058823529,4.25,3.8,4,0,0,1825,425,1825,425,60.83333333,61,7,3
34,2,1,2,2,1,1,2,1,3.941176471,4.375,3.4,3.75,0,0,3100,2065,3100,2065,103.3333333,103,9,4
28,1,2,5,2,2,1,3,5,4.058823529,3.875,3.8,4.75,0,0,635,240,635,240,21.16666667,21,2,2
41,1,1,1,2,1,2,1,1,3.764705882,3.5,4.4,3.5,0,0,4470,2005,4470,2005,149,149,13,4
30,2,2,1,2,2,1,3,5,3.117647059,3.25,3.2,2.75,0,0,3345,1155,3345,1155,111.5,112,10,4
27,2,2,5,1,1,2,2,1,3.294117647,3.25,3.2,3.5,0,0,2250,605,2250,605,75,75,7,4
29,2,1,2,1,1,2,2,1,4.058823529,4,4.4,3.75,0,0,1975,1425,1975,1425,65.83333333,66,7,3
30,2,1,5,2,1,2,3,5,3.647058824,3.75,3.8,3.25,0,0,1580,1185,1580,1185,52.66666667,53,6,3
25,2,2,1,2,1,2,2,1,3.352941176,3.375,3.8,2.75,0,0,515,515,515,515,17.16666667,17,2,2
27,2,2,5,1,2,2,2,1,4.058823529,4.125,4.4,3.5,0,0,2585,1640,2585,1640,86.16666667,86,8,4
23,2,2,5,1,1,1,3,1,2.941176471,2.75,3.4,2.75,0,0,2950,1125,2950,1125,98.33333333,98,9,4
25,2,2,1,2,2,1,3,1,3.470588235,3.375,3.6,3.5,1,1,1490,545,1308,363,43.6,44,4,3
27,2,2,2,1,2,1,2,1,3.470588235,3.375,3.8,3.25,0,0,1700,365,1700,365,56.66666667,57,6,3
24,2,2,5,2,1,1,2,1,3.764705882,3.875,3.8,3.5,0,0,1000,910,1000,910,33.33333333,33,3,2
31,2,2,5,3,2,2,2,1,4,3.75,4.4,4,0,0,4345,3315,4345,3315,144.8333333,145,13,4
54,2,1,1,2,2,2,2,5,3.352941176,3.25,3.6,3.25,0,0,11100,1125,11100,1125,370,370,31,4
29,2,1,5,1,2,1,2,1,3.470588235,4,3,3,0,0,2645,455,2645,455,88.16666667,88,8,4
26,2,2,5,2,2,2,3,1,3.294117647,3.25,3.4,3.25,0,0,1945,1945,1945,1945,64.83333333,65,7,3
29,2,1,3,2,1,1,2,3,3.823529412,3.75,4,3.75,0,1,2280,1125,2203,1048,73.43333333,73,7,4
26,2,2,5,2,1,1,1,1,4.411764706,4.5,4.2,4.5,0,0,730,730,730,730,24.33333333,24,2,2
31,2,2,1,2,2,1,3,1,3.823529412,3.75,4,3.75,0,0,3465,2005,3465,2005,115.5,116,10,4
39,2,1,5,2,2,1,1,1,4,4,4,4,0,0,1335,1335,1335,1335,44.5,45,4,3
38,2,2,5,2,1,2,3,1,3.529411765,3.125,4,3.75,0,0,2555,2555,2555,2555,85.16666667,85,8,4
48,2,1,5,3,1,1,2,6,3.882352941,4.25,3.6,3.5,0,0,6600,1125,6600,1125,220,220,19,4
24,2,2,5,1,2,1,1,1,3.823529412,4.125,4.2,2.75,1,1,1855,575,1620,340,54,54,6,3
29,2,2,1,2,2,1,2,1,3.764705882,3.5,4.4,3.5,0,0,1975,1095,1975,1095,65.83333333,66,7,3
29,2,1,5,2,2,1,2,1,3.411764706,3.375,3.6,3.25,0,0,2615,1335,2615,1335,87.16666667,87,8,4
26,2,2,2,2,1,1,3,5,2.941176471,3,3.2,2.5,0,0,820,635,820,635,27.33333333,27,3,2
27,2,1,1,2,1,2,2,1,3.705882353,3.875,3.6,3.5,0,0,1640,940,1640,940,54.66666667,55,6,3
28,2,2,3,2,1,1,3,1,4.529411765,4.125,5,4.75,0,0,365,2190,365,2190,12.16666667,12,1,1
40,2,1,1,1,2,1,2,1,3.823529412,3.875,4,3.5,0,0,6050,365,6050,365,201.6666667,202,17,4
33,2,1,5,2,1,1,2,1,2.941176471,2.75,3.2,3,0,0,3650,1460,3650,1460,121.6666667,122,11,4
30,2,1,3,2,2,2,2,3,3.411764706,3.375,3.8,3,0,0,1855,395,1855,395,61.83333333,62,7,3
29,2,2,5,2,1,1,2,1,3.823529412,3.875,4.2,3.25,0,0,2585,395,2585,395,86.16666667,86,8,4
28,2,2,5,2,1,1,2,1,3.529411765,3.5,4,3,1,1,1245,880,681,316,22.7,23,2,2
26,2,2,5,2,1,2,3,4,3.705882353,3.75,3.8,3.5,0,0,1915,1275,1915,1275,63.83333333,64,7,3
36,2,2,1,3,2,2,1,1,4.058823529,4.125,4,4,0,0,3800,3070,3800,3070,126.6666667,127,11,4
28,2,2,5,2,1,1,2,1,4.647058824,4.625,4.6,4.75,0,0,3740,820,3740,820,124.6666667,125,11,4
40,2,1,5,2,1,1,2,1,3.647058824,3.875,3.6,3.25,0,0,2555,940,2555,940,85.16666667,85,8,4
23,2,2,5,2,1,2,2,5,3.823529412,4,4,3.25,0,0,90,90,90,90,3,3,1,1
26,2,2,3,2,1,2,2,5,3.764705882,3.5,4,4,1,1,2430,545,2340,455,78,78,7,4
26,2,2,5,2,2,2,2,1,3.058823529,2.875,3.2,3.25,0,0,2950,2950,2950,2950,98.33333333,98,9,4
28,2,2,2,1,2,1,2,1,3.176470588,3.125,3.4,3,1,1,3250,695,2898,343,96.6,97,9,4
35,2,1,3,2,1,2,2,1,4.411764706,4.875,4,4,0,0,4255,2735,4255,2735,141.8333333,142,12,4
30,2,1,1,2,1,1,2,1,3.470588235,3.625,3.6,3,0,0,2220,545,2220,545,74,74,7,4
28,2,2,2,2,1,1,3,1,3.117647059,3.375,3,2.75,0,0,2490,1640,2490,1640,83,83,7,4
30,2,1,5,1,2,2,2,5,3.882352941,3.625,4,4.25,0,0,2885,850,2885,850,96.16666667,96,8,4
35,1,1,1,2,2,2,2,1,3.647058824,3.5,3.6,4,0,0,4410,455,4410,455,147,147,13,4
34,2,1,5,2,2,1,2,1,3.352941176,3.25,3.6,3.25,0,0,3285,1245,3285,1245,109.5,110,10,4
35,2,1,5,3,1,2,2,1,4.882352941,4.75,5,5,0,0,4345,2340,4345,2340,144.8333333,145,13,4
28,2,2,5,2,1,2,2,1,3.705882353,3.5,3.8,4,0,0,1790,665,1790,665,59.66666667,60,6,3
28,2,2,5,1,2,1,2,1,3.882352941,4,4,3.5,0,0,1395,1395,1395,1395,46.5,47,4,3
26,2,2,5,2,1,1,3,4,3.588235294,3.5,3.6,3.75,0,0,2250,2250,2250,2250,75,75,7,4
25,2,2,5,2,1,1,1,1,4.117647059,4.625,3.4,4,0,0,180,180,180,180,6,6,1,1
23,2,2,2,2,1,1,3,1,4.176470588,4.25,4.6,3.5,0,0,210,60,210,60,7,7,1,1
26,2,2,2,2,1,1,3,1,3.470588235,3.625,3.6,3,0,0,425,425,425,425,14.16666667,14,2,2
36,2,1,1,2,2,2,3,3,3.882352941,3.75,4.2,3.75,0,0,5140,1090,5140,1090,171.3333333,171,15,4
27,2,2,5,2,2,1,2,3,3.882352941,3.75,4,4,0,0,1095,1095,1095,1095,36.5,37,4,3
35,2,1,1,1,1,2,3,5,3.294117647,3.375,3.2,3.25,0,0,2645,425,2645,425,88.16666667,88,8,4
35,2,1,2,1,2,1,3,1,3.529411765,3.375,3.8,3.5,0,0,4345,1060,4345,1060,144.8333333,145,13,4
26,2,2,5,2,2,1,3,1,3.764705882,3.625,3.8,4,0,0,1490,760,1490,760,49.66666667,50,6,3
30,2,2,1,2,1,2,2,1,2.882352941,2.75,3.2,2.75,0,0,1395,1155,1395,1155,46.5,47,4,3
25,2,2,5,1,1,1,3,5,3.117647059,3.125,3.2,3,1,1,1975,1975,1534,1534,51.13333333,51,6,3
39,2,1,3,3,1,1,3,1,3.352941176,3.125,3.6,3.5,0,0,1825,730,1825,730,60.83333333,61,7,3
28,2,1,2,1,1,2,3,3,3.823529412,3.875,3.8,3.75,0,0,3100,1155,3100,1155,103.3333333,103,9,4
26,2,2,1,2,1,1,3,4,3.823529412,4.125,3.8,3.25,0,0,395,395,395,395,13.16666667,13,2,2
33,2,2,5,2,2,2,2,1,3.705882353,3.875,3.4,3.75,0,0,4045,4045,4045,4045,134.8333333,135,12,4
26,2,1,5,2,2,2,2,3,3.705882353,3.375,4,4,0,0,2310,1945,2310,1945,77,77,7,4
28,2,2,1,2,2,1,2,1,3.941176471,4.25,4,3.25,0,0,2585,1000,2585,1000,86.16666667,86,8,4
32,1,1,5,2,2,1,2,1,3,3,3,3,0,0,2585,1490,2585,1490,86.16666667,86,8,4
27,2,2,3,2,1,1,2,1,3.941176471,4,3.8,4,0,0,1520,1155,1520,1155,50.66666667,51,6,3
31,2,1,5,1,1,2,2,5,3.705882353,3.75,4,3.25,0,0,4195,1275,4195,1275,139.8333333,140,12,4
28,1,2,2,2,2,2,2,1,3.882352941,4,4,3.5,0,0,730,545,730,545,24.33333333,24,2,2
28,2,2,3,2,1,2,1,1,4.117647059,4.375,4.2,3.5,0,0,2220,270,2220,270,74,74,7,4
30,2,1,5,1,2,2,3,1,3.176470588,3.125,3.2,3.25,0,0,2585,485,2585,485,86.16666667,86,8,4
26,2,2,5,1,2,1,3,1,3.470588235,3.625,3.6,3,0,0,1095,180,1095,180,36.5,37,4,3
33,2,1,4,1,2,2,2,1,3.176470588,3,3.4,3.25,0,0,3650,1825,3650,1825,121.6666667,122,11,4
30,1,2,5,2,1,1,2,1,3.764705882,4,3.8,3.25,0,0,1700,1490,1700,1490,56.66666667,57,6,3
27,2,2,5,2,1,2,2,1,3.352941176,3.5,3,3.5,1,1,2645,515,2385,255,79.5,80,7,4
31,2,1,5,2,1,1,2,1,3.529411765,3.625,3.6,3.25,0,0,2400,2400,2400,2400,80,80,7,4
52,2,1,1,1,1,2,1,1,4.352941176,4.75,4,4,0,0,1760,180,1760,180,58.66666667,59,6,3
38,2,1,1,1,2,2,2,1,4,3.875,4.2,4,0,0,2615,730,2615,730,87.16666667,87,8,4
26,2,2,5,1,1,1,3,5,3.529411765,3.125,4,3.75,0,0,2795,1670,2795,1670,93.16666667,93,8,4
